Name,Age,Push-Ups,Sit-Ups,2.4-Km-Run
Dr. Deborah Morales MD,42,66,55,577
Theresa Bruce,51,17,49,1266
Samuel Williamson,38,28,23,1128
Elizabeth Pittman,46,39,61,1153
Kevin Richardson,55,72,55,823
Joshua Coffey,55,7,21,482
Hunter Boyer,26,60,35,680
Matthew Maynard,44,68,51,1016
Scott Jones,60,48,47,792
Vincent Johnson,26,74,80,897
Lauren Hernandez,54,11,20,1050
Leonard Morgan,37,51,38,891
David Green,59,1,48,684
Cole Fletcher,34,48,57,971
Vicki Nguyen,42,6,45,846
Maria Moore,43,11,68,546
Denise Phillips,26,79,56,482
Kimberly Martinez,23,75,45,1221
Keith Jimenez,55,16,62,659
Juan Duncan,54,73,70,908
Christopher Bowen,46,7,53,923
Steven Parker,27,77,60,865
Kenneth Grimes,33,36,14,517
James Mullins,44,79,34,744
Robert Sanchez,34,11,6,851
Cassandra Goodwin,57,44,35,652
Regina Snow,41,64,57,455
Lauren Mcmillan,32,74,32,541
Joseph Campbell,46,28,2,848
Dawn Baldwin,55,22,55,676
Joan Gillespie,36,80,49,1169
Brooke White,50,64,47,761
Mary Roberts,38,23,49,927
Alyssa Johnson,39,51,64,566
Donald Adams DDS,33,75,73,687
Larry Williams,40,66,12,1111
Billy Cooper,32,17,3,1034
Miranda Lane,33,18,28,1119
Eric Hopkins,19,40,67,1061
David Peterson,48,63,42,1124
Deborah Johnson,23,79,61,953
Cory Luna,26,59,79,1287
Charles Evans,56,8,60,646
Clayton Perry,42,34,58,510
Donna Foley,44,78,18,767
Danny Turner,50,71,41,534
Timothy Ritter,20,48,13,522
Frederick Hale,30,49,26,842
Anthony Vasquez,40,2,73,849
Jesse Johnson,41,0,45,615
Patrick Martin,23,10,17,857
Scott Myers,41,64,3,1029
Nathaniel Thompson,57,32,80,1044
David Greer,38,32,75,762
Leonard Myers,31,79,35,1167
Ms. Elizabeth Moore,38,41,70,1054
Julia Gilmore,36,9,79,1245
James Pitts,49,26,17,853
Susan Hanson,37,48,61,1058
Luis Washington,32,58,59,1249
Robert Wilson,30,59,24,1106
Tracy Erickson,26,74,77,806
Paul Hudson,53,40,4,1047
William Clark,20,46,23,973
Bradley Cervantes,32,36,18,470
Laura Woodard,56,64,14,1111
Theresa Turner,59,29,37,1121
Veronica Graham,42,17,45,479
Carmen Hayes,28,22,33,465
Amanda Johnson,37,35,7,453
Elizabeth Evans,38,19,1,954
Jacob Baldwin,41,4,16,522
Corey Johnson,54,56,76,1038
Cole Peterson,48,54,15,1049
Rebecca Hall,24,32,10,484
Rachel Perkins,19,72,75,1288
Melissa Deleon,54,44,72,895
David Rowe,50,66,27,967
Zachary Williams,58,1,73,994
David Bush,41,66,19,847
Vanessa Brown DVM,53,11,56,982
Emily Sampson,47,45,53,1049
Kiara Marquez,36,70,19,1260
Michelle Smith,30,78,76,833
James Hunter,53,15,25,612
Jessica Vasquez,51,50,74,1192
Deanna Robbins,37,30,59,756
Taylor Rivera,36,74,70,476
Angel Hernandez,25,29,42,625
Brittany Moreno,29,1,59,1296
Tiffany Maddox,58,30,62,745
Belinda Guerrero,25,77,42,728
Erik Bright,48,2,7,862
Brian Molina,31,13,15,753
Nicole Harrison,22,45,11,1183
John Dillon,20,29,37,1003
Alyssa Baird,21,49,0,1022
Aaron Wright,56,15,60,1014
Jasmine Rogers,57,30,69,1216
Terri Gibson,29,66,73,1279
Amanda Maddox,30,23,22,631
Leslie Butler,32,69,27,957
Haley Walker,59,13,11,820
Darlene Garcia,58,28,75,999
Sarah Dean,55,49,9,980
Joel Nunez,35,22,4,1123
Aimee Bailey,59,67,32,1262
Debra Crawford DVM,60,31,29,995
Dawn Mccall,29,74,47,606
Angela Brown,24,31,20,1038
Connie Hoffman,23,11,68,1229
Alexander Brandt,54,33,60,562
Michael Cunningham,40,36,27,852
Jessica Glover,60,30,71,1129
Mark Hill,49,42,49,497
Henry Mccormick,23,70,27,652
Phillip Hart,24,37,40,948
Timothy Bennett,50,64,63,673
Nicholas Navarro,21,76,68,815
Brett Richardson,41,14,27,593
Samantha Johnson,50,47,54,1139
Emma Rodriguez,24,56,2,725
Jennifer Wilson,57,79,78,614
Maria Smith,33,75,58,1058
Robert Gregory,27,43,51,571
Jessica Peters,23,54,37,945
Ray Moody,30,29,24,1140
Maureen Adams,54,25,25,1146
Frank Morgan,39,13,51,847
Mary Farmer,46,30,70,1225
Lisa Richmond,51,72,48,1238
Thomas Peters,25,13,6,943
Randall Vaughn,55,39,38,1037
Thomas Hardy,40,55,73,563
Jonathan Anderson,30,60,75,485
Jeffrey Hall,60,21,51,915
Darin Jefferson,19,53,23,1294
Jerry Johnson,40,31,41,601
John Russell,36,53,63,1135
Sheila Rodriguez,45,70,40,819
Christopher Rollins,22,9,48,1037
Colleen Jenkins,38,52,76,1145
John Kerr,26,18,42,922
Theresa Pena,52,17,39,715
Lisa Clark,55,8,3,997
Kelly Joseph,25,53,0,524
Stanley Kennedy,35,56,46,1048
Juan Diaz,21,5,80,1245
Lindsey Graves,28,47,43,518
Jennifer Thompson DDS,37,5,75,1231
Jasmine Mora,52,75,56,847
Debbie Castaneda,46,73,69,490
James Moreno,23,27,34,968
Jose Sharp,47,27,70,797
Joseph Ramirez,22,40,23,774
Michael George,23,33,18,471
Frances Harper,29,59,36,698
Brandi Anderson,54,15,44,1254
Brandy Rios,21,5,42,533
Victor Turner,32,19,54,749
Lacey Miller,43,80,22,979
Juan Lee,48,73,38,1048
Carol Brown,37,25,45,1048
Curtis Castro,59,37,26,1044
Heather Daniels DDS,35,63,11,605
Joyce Allen,30,30,23,900
Mrs. Virginia Bauer,54,59,25,893
John Hudson,27,4,29,591
Tiffany Powell,38,78,14,1284
Melanie Reed,34,70,71,1295
Cynthia Palmer,27,23,36,1026
Andrew Guerrero,26,66,69,908
Cheryl Stewart,27,3,20,1056
Jorge Torres,54,49,11,938
Dawn Martinez,24,10,38,874
William Douglas,30,67,43,953
Charles Smith,49,58,73,620
Linda Brown,33,39,36,1081
Ryan Ball,48,17,77,976
Anthony Lopez,27,38,51,653
Dillon Thompson,55,51,35,860
Julian Landry,38,1,57,618
William Freeman,50,2,46,533
Laura Davis,36,50,48,525
Richard Jenkins,54,22,35,556
Mary Yates,46,47,36,852
Justin Gray,24,65,5,1177
Dominique Rivera,43,66,48,594
James Miller,49,38,64,943
Todd Gray,57,49,15,1077
Adam Montoya,50,44,39,1170
Sean Shepard,35,2,67,753
Kristin Rollins,18,12,68,891
Veronica Barry,48,44,63,841
Kristen Johnson,48,10,46,1042
Michelle Wiggins,25,72,52,1233
Donald Rodriguez,46,77,51,1019
Caleb Galloway,28,52,12,607
Jason Wells,24,69,49,492
Robert Ochoa,27,14,1,907
Betty Ramirez,37,1,76,1165
Manuel Dixon,59,46,23,956
Donald Powell,21,79,19,578
Timothy Woods,20,66,73,1110
David Berg,43,70,30,1034
Brandon Edwards,33,50,31,787
Christopher Hayden,24,61,63,1261
Jennifer Jackson,33,8,8,521
Matthew Walsh,18,11,50,1166
Deanna Roman,25,29,35,1046
Brandy Doyle,20,3,14,1052
Angela Leach,33,31,26,930
David Mclean,47,48,21,1062
Francisco Williams,34,73,23,1227
Erin Mclean,32,7,71,780
James Hamilton,24,27,43,917
Jonathan Jacobs,59,55,66,861
Amber Russell,24,70,33,698
Mrs. Brenda Herrera,52,57,59,791
Melissa Gonzalez,35,61,68,579
Cynthia Garcia,20,0,9,1000
Kevin Boone,36,39,36,1215
Jodi Yang,39,48,51,690
Robert Sharp,44,19,4,1029
Chad Riley,49,68,77,991
Gregory Johnson,53,40,78,466
Samantha Ortega,42,11,26,1162
Samuel Rogers,37,16,78,1160
Christina Suarez,35,8,3,637
Teresa Hughes,48,39,52,761
Brian Mathis,32,45,13,1207
Joanna Hall,38,27,72,820
Mark Hunter,58,43,31,509
Scott Hernandez,29,22,29,1111
Cassandra Livingston,55,77,35,982
Katherine Powell,29,73,38,663
Sharon Hahn,24,6,28,726
Kelly Griffith,20,35,5,519
Donald Johnson,23,4,19,1269
Christine Stephens,20,43,0,628
Kelli Hernandez,60,56,21,1166
Samantha Wu,43,26,59,493
Melissa Casey,21,19,40,1189
Lauren Flowers,36,11,70,661
Dr. Angel Rodriguez,47,36,61,1276
Wendy Evans,28,36,58,1228
David Chan,22,38,73,1101
Jessica Black,33,68,37,751
Andrea Smith,56,58,47,1215
Katherine Salas,23,51,39,902
Kevin Larson,29,19,73,864
Valerie Schaefer,33,25,28,1055
Ashley Brown,48,29,76,1218
John Richardson,38,69,80,1169
Joshua Alvarado,52,23,57,626
Michael Villanueva,39,14,31,992
Kristina Mccoy,57,67,16,1049
Robert Pugh,37,11,30,893
Mark Wilson,42,46,39,840
Thomas Houston,38,65,57,891
Nicole Chandler,36,46,75,752
Jeffrey Yu,27,4,25,1266
Jasmine Tate,25,57,12,750
George Roberts MD,25,0,59,957
Desiree Torres,30,52,17,796
Mark Collins,38,30,74,699
Lisa Burgess,51,15,59,653
Bobby Fernandez,23,38,3,653
Richard Baxter,34,37,3,1052
Christopher Hendricks,49,74,63,689
Jade Bowman,40,51,14,816
Anita Cook,19,32,0,606
Nicole Harris,40,24,9,624
Kurt Munoz,55,12,77,1084
Jessica Kim,35,73,19,1119
Patricia Scott,55,60,45,697
Allen Gutierrez,46,34,44,934
Andrew Fox,39,67,15,951
Emily Andrews,22,56,7,523
Mr. Garrett Jackson,36,21,46,1045
Angela Hill,44,56,14,1060
Brian Vasquez,43,51,79,994
Robin Flores,30,61,49,867
Rebecca Campos,34,16,58,1138
Ryan Morrow,19,33,11,825
Shawn Patel,46,40,67,1283
Vanessa Jimenez,57,31,60,736
Tiffany Lambert,46,67,20,651
Richard Powell,24,3,50,1002
Ashley Myers,31,45,25,606
Nicole Allen,50,47,15,1265
Stephanie Ramos,18,41,72,930
Joseph Baker,21,2,26,873
Kevin Phillips,35,70,54,1141
Sharon Kennedy,56,39,58,1055
Mitchell Bennett,37,41,17,1157
Jacob Miller,20,1,65,1047
Bethany Thompson,55,7,46,836
Karen Johnson,44,5,20,649
Joshua Meyer,30,58,12,520
Sharon Smith,33,31,61,921
Wayne Thomas,21,71,61,965
Willie Spence,49,0,10,713
John Wilkerson,53,48,13,466
Gary Price,44,51,53,684
Jonathan Pruitt,35,43,54,1004
Sierra Weber,18,10,40,988
Jason Wright,46,63,31,555
Joseph Steele,48,27,9,1077
David Sullivan,57,10,54,1032
Austin Cole,32,14,47,926
Stephen Chambers,27,51,63,1265
Wanda Young,32,64,11,724
Glenda Adams,35,29,79,975
Catherine Cole,40,64,38,975
Alicia Day,31,57,21,1233
Phillip Wilson,22,66,27,791
Amber Cowan,43,75,39,1272
Kevin Glover,26,76,61,708
Austin Murray,53,11,40,512
James Donaldson,49,14,12,1080
Kristin Brown,23,61,27,1293
Dawn Alvarado,28,63,61,1043
Amber Nelson,58,66,75,882
Jason Maxwell,57,54,64,615
Tiffany Lin,29,64,59,1243
Elizabeth Brown,45,29,80,1010
Tracey Hill,21,47,41,1190
Matthew Gilbert,55,26,5,923
Thomas Pearson,52,34,58,873
Jessica Delgado,50,14,61,754
Krista Mcdaniel,24,20,59,604
Marcus Holmes,35,25,69,626
Susan Martinez,39,12,3,1168
Jo Jones,18,56,31,904
Theodore James,55,72,5,1208
Tina James,44,69,46,723
Jim Harris MD,26,3,22,832
Norma Wright,33,18,46,953
Angela Lewis,55,33,54,1197
Deborah Robertson,46,2,35,1258
Lance Holloway,41,22,39,1111
Brandon Zavala,24,22,20,462
Erik Warren,59,79,42,1115
Peter Shepherd,38,40,51,888
Rodney Hall,57,33,73,1012
Eugene Molina,45,53,36,457
Erika Brown,50,36,7,1166
Lisa Downs,45,28,59,509
Christopher Phillips,41,14,14,996
Melissa Carlson,34,60,13,1189
Rose Smith,42,59,2,1275
Heather Hall,50,55,25,715
Jimmy Hubbard DDS,52,78,47,487
Daniel Gonzalez,42,6,35,1269
Casey Hanson,46,1,75,643
Whitney Dominguez,58,54,7,1141
Elizabeth Kelly,55,3,8,802
Daniel Woods,53,57,43,669
Bonnie Reynolds,39,24,14,953
Sabrina Romero,33,70,13,959
Joseph Byrd,46,39,56,796
Amanda Davies,35,74,51,967
Brian Johnson,24,18,51,718
Michael Cruz,60,12,26,1036
Tina Lopez,49,61,15,1071
Crystal Walton,20,18,60,589
Rebecca Morgan,31,72,49,1237
Brandi Booker,42,48,22,1038
Laurie Smith,30,3,35,778
Thomas Hall,45,70,35,1162
Timothy Brown,43,5,16,1067
Maurice Gutierrez,57,73,7,1203
Kathy Bryant,44,60,71,1039
Walter Lawson,35,11,62,504
Gary Moore,52,14,34,820
Gregory Daniels,50,44,63,1200
Richard Casey,52,60,23,764
Troy Cooke,40,30,33,949
Brian Newman,57,76,30,765
Jonathon Knight,23,26,73,581
Jamie Anderson,35,58,12,917
Sandra Mccarthy,38,53,46,1150
Lisa Conner,23,35,7,1144
Mr. Derek Gamble,27,3,74,1058
David Webb,42,66,2,994
Karen Leblanc,40,17,43,1133
Robert Powell,47,20,18,1051
Jennifer Gilbert,19,69,43,1031
Christopher Ritter MD,22,59,2,1101
Erica Chen,41,62,45,544
Carrie Stanley,43,55,17,931
Michael Thompson,19,0,73,698
Lisa Hernandez,27,6,61,563
Gabriel Pittman,49,56,36,697
Richard Pearson,46,35,34,1198
Mark Brown,53,18,2,959
Lindsey Chambers,40,70,72,837
Jessica Burton DVM,34,16,42,1140
Caleb Stout,39,31,0,461
Mary Wilson,46,54,20,1175
Dr. Ashley Franklin DDS,54,48,52,703
Deanna Terry DVM,39,60,19,588
Heather Griffin,60,67,54,949
Jeremy Vargas,32,41,12,554
Christopher Johnson,43,77,38,1173
Pamela Bradford,18,70,76,1037
Melvin Gomez MD,54,79,58,1244
Scott Nguyen,19,76,50,863
Timothy Sims,54,65,72,1137
Mrs. Amber Salazar MD,35,40,26,602
Dr. Kyle Morris II,19,56,56,629
Lisa Wilson,43,39,40,926
Caitlin Crawford,18,48,60,683
Blake Contreras,19,44,46,1053
Tammy Sanchez,48,18,79,711
Denise Phillips,53,65,15,869
Dr. James Williamson MD,57,40,43,1124
Tina Brown,48,23,79,998
Jacqueline Anderson,56,4,53,1106
Matthew Alexander,46,64,15,1279
Elizabeth Fletcher,43,51,46,1051
Steven Williams,54,21,9,1210
Jeffrey Robinson,50,3,27,527
Victoria Myers,25,36,35,1284
Michael Guerrero,19,56,79,1208
Donna Gonzalez,57,32,28,1006
John Miller,44,33,38,668
Robert Davis,22,77,72,1128
Michael Garcia,46,26,10,644
Susan Sullivan,20,41,72,1237
Troy Sheppard,25,23,24,1066
Mary Adams,39,38,23,515
Joshua Jones,46,79,40,1177
Allison Lara,45,10,51,904
Mr. Michael Guzman,54,48,20,1204
Matthew Rice,48,27,20,805
Lori Mora,31,73,25,955
Dominique Larsen,25,3,78,817
Meghan Nelson,26,51,12,953
David Ray,25,39,30,654
Eric Clark,20,56,2,895
Stacy Hernandez,58,52,7,799
Megan Torres,48,23,19,1065
Ashley Armstrong,32,0,19,1036
Traci Payne,21,36,51,904
Jeremy Cole,60,0,70,1228
Ernest Chavez,57,76,67,576
Wanda Jenkins,23,68,68,943
Melanie Griffith,25,63,60,700
Kelli Clark,23,49,16,1175
Gregory Park,20,77,51,1022
Lauren Clark,60,40,77,533
Alicia Boone,37,14,30,601
Miguel Johnston,49,26,7,505
Alexander Nelson,31,54,41,1105
Raymond Fowler,33,11,78,944
Christopher Parker,31,40,1,1038
Taylor Barnes,56,27,8,1049
Stephen Curry,51,38,48,534
Joshua Singleton,19,54,51,680
Marc Bentley,50,60,54,545
Jacob Weber,58,67,15,1104
Jordan Sims,44,13,40,1088
Robert Baker,23,15,31,1091
Vincent Rivera,18,10,7,1019
Joseph Alvarez,58,13,28,1051
Steve Whitaker,30,64,61,512
Christine Brown,19,15,79,574
Lisa Oneal,45,11,71,1167
Mrs. Kelly Massey,30,63,25,943
Lance Jones,38,74,56,896
Sherry Chapman,34,25,20,1079
Levi Wood,41,28,10,1037
Scott Wilson,30,1,17,1021
Jeremy Terry,42,69,21,963
Jennifer Anderson,49,57,53,867
Scott Morgan,52,38,27,702
Anna Aguirre,58,55,46,980
Jennifer Garcia,18,68,44,1093
Joshua Marshall,20,69,29,651
Tyler Bryant,56,72,11,626
Bradley Doyle,43,11,22,909
Steven Griffith,49,45,10,1006
Douglas Knox,29,71,51,1175
Annette Gomez,54,40,42,563
Dominic Smith,22,29,46,1254
Christine Kim,23,64,52,762
Mrs. Robin Moore,45,56,26,614
Jessica Young,50,80,53,747
Daniel Rogers,58,19,34,1281
Christine Evans,41,47,70,732
Angelica Bailey,34,22,76,1241
Beverly Murphy,19,34,6,907
William Chandler,54,5,0,668
Mrs. Christy Burgess,32,59,25,917
Barbara Stewart,51,2,16,1226
Robert Nguyen,40,55,30,913
Stephen Boyer,25,52,49,498
Michael Solis,41,63,55,1232
Lauren Miller,47,2,58,748
Natalie Barrera,49,26,65,558
Elizabeth Carr,42,68,16,709
Julia Benitez,55,4,80,738
Anthony Davis,25,43,71,589
Michael Morales,53,35,5,491
Ashley Clayton,34,69,52,954
Wendy Lara,46,50,76,522
Sarah Hale,30,11,22,1239
Justin Morrow,41,35,22,690
Craig Fox,30,67,41,1203
Mr. Kevin Beasley,37,14,50,979
Edward Garcia,22,31,70,954
Justin Hicks,29,80,64,921
Daniel Walker,26,73,62,454
Jared Brown,46,50,6,825
Brandy Pitts,60,72,12,1174
Patricia Murphy,53,17,41,772
Amanda Craig,48,38,55,817
James Welch,29,52,62,778
Jennifer Marks,20,22,16,1297
Robert Luna,46,12,30,642
Kevin Jones,52,35,3,495
Michelle Pearson,54,8,31,1132
Brooke Wolfe,54,74,4,863
Rebecca Allen,37,33,25,1263
Pamela Wood,34,52,43,894
Derek Wright,43,40,37,1187
Daniel Walters,22,26,77,1259
Tim Patterson,60,26,5,1187
Terry Wyatt,34,63,24,932
Valerie Robbins,31,2,28,1221
Christopher Morris,47,37,31,1047
Tracey Haley,60,23,27,979
Paul Anderson,30,80,61,720
Rachel Armstrong,22,7,10,1105
Bryan Gaines,40,50,60,714
Tina Burton,54,35,27,1121
Tiffany Johnson,22,38,34,716
Colleen Jenkins,46,67,64,536
Mrs. Diane Taylor MD,24,62,76,747
Michael Spears,35,50,55,876
Brenda Anderson,58,8,22,1133
Mary Bond,46,62,55,1037
Angelica Smith,44,74,80,1015
Roger Powell,29,60,29,1190
Edward Rodriguez,52,42,51,1245
Mrs. Carolyn Rasmussen,30,30,20,537
Linda Baker,48,33,11,1001
Tiffany Short,23,66,73,609
Nathan Robinson,37,22,2,1189
Ashley Aguirre,29,76,58,1116
Christy Conley,42,52,12,480
Shannon Perez,43,57,4,876
Erica Morales,56,28,31,1270
Rachel Phillips,25,66,44,859
Kelly Cain,25,78,55,793
Frank Smith,36,62,55,1193
Melanie Jennings,50,39,18,907
Joshua Benitez,59,8,14,903
Catherine Porter,25,53,20,807
Stephanie Mckinney,25,73,39,569
Kristen Murphy,33,7,61,1273
Wesley Mcfarland,25,77,41,636
Sarah Williams,23,47,36,548
Nicholas Lopez,24,35,17,524
Mr. Wesley Andrews MD,36,69,26,693
Jennifer Wilcox,40,45,46,655
Kristi Gonzalez,35,38,56,983
Brandy Baker,26,60,22,760
Jeffrey Johnson,52,21,52,1292
Andrew Rodriguez,22,32,59,695
Elizabeth Snyder DDS,25,19,61,954
Gabrielle Norton,45,23,20,1126
Rebecca Walton,55,76,60,926
Tiffany Mills,46,76,50,983
Pamela Trujillo,36,64,44,592
Philip Kline,28,76,77,803
Jimmy Gonzalez,54,59,53,1055
Vanessa Simon,42,18,21,495
Brandon Russell,18,65,26,498
Nicholas Norris,57,19,50,1039
Monique Robinson,27,64,79,766
Dustin Lopez,35,33,20,698
Bridget Moore,36,48,63,569
Jesus Lambert,42,13,38,604
Michelle Hickman,49,47,57,839
Alexander Moore,49,13,67,636
Rebecca Salazar,31,53,47,468
Rodney Daniels,36,50,28,608
Renee Smith,49,20,7,1278
Anita Stewart,23,66,21,818
Tyler Boyd,42,47,60,1157
Kristen Gilbert,48,7,6,1146
Robin Wright,34,51,18,462
Mariah Williams,47,5,26,995
Anthony Gordon,57,65,38,983
Jessica Obrien,29,77,22,1073
Michael Carson,26,59,64,500
Christopher Fernandez,57,71,17,648
Larry Kennedy,23,36,35,875
Patricia Murphy,39,35,40,1228
Hannah Tyler,42,12,37,452
Nancy Fitzgerald,41,9,45,962
Dana Wilkinson,52,43,46,884
Bryan Best,48,74,26,564
Richard Kelly,39,6,61,1067
Matthew Norris,54,69,61,852
Christopher Johnson,18,61,28,695
Brian Lewis,24,62,17,663
Keith Joseph,20,53,70,1146
Julia Hill,53,10,41,1148
Richard Leonard,34,1,60,470
Ian Williams,28,53,42,524
Kristina Watson,26,38,3,670
Taylor Johnson,49,48,70,1153
Joanne Moreno,40,61,31,568
James Nguyen,46,38,18,1290
Michelle Smith,36,20,24,1172
Justin Robinson,50,78,4,1032
Nicholas Lucas,50,29,77,1222
Elizabeth Pacheco,19,64,78,1161
Chase Humphrey,46,80,58,974
Stephen Jones,19,31,41,664
Mary Edwards,18,53,57,874
Martin Davis,35,59,30,1289
Thomas Morgan,58,24,75,1211
Carlos Gomez,53,48,42,1119
Daniel Camacho,44,53,71,740
Judith Miller,21,35,42,1170
Anne Stewart,40,60,10,521
James Munoz,52,36,4,477
Taylor Martinez,51,55,67,450
Susan Patterson,53,24,17,534
Ronnie Patel,54,13,41,1258
Elizabeth Baker,40,31,46,1175
Tyler Murphy,23,38,75,620
Alexander Hughes,60,51,80,608
Sean Morrow,40,49,55,1249
Kimberly Jones,28,0,32,940
Glen Mendez,26,4,18,613
Dana Knox,40,35,7,732
Todd Vazquez,26,63,63,764
Mitchell Hall,46,25,69,736
Gary Koch,38,37,26,779
Catherine Smith,39,65,28,856
Charles Chaney,40,45,0,554
Randy Scott,57,63,34,819
Joshua Estrada,45,29,29,479
Brian Johnson,44,2,27,586
Kimberly Olsen,31,36,14,559
Eric Villarreal,28,63,28,904
Lisa Smith,52,21,62,1266
Shannon Harper,39,72,15,721
Ralph Williams,38,9,66,1135
Rebecca Lee,37,60,16,518
Daniel Orr,41,0,58,576
Christopher Paul MD,53,78,43,525
Mark Bailey,47,41,24,617
Robert Boyer,51,38,53,745
Lisa Barrett,60,8,50,738
Gary Daniels,34,49,54,1185
James Jackson,37,59,44,560
Daniel Jones,41,75,28,1073
Heather Payne,35,77,48,707
Amanda Miller,30,59,28,1259
Kevin Watson,43,44,20,949
Daniel Good,22,57,67,1088
Derek York PhD,53,0,55,1266
Lauren Gardner,36,31,30,872
William Collins,50,49,78,953
Yvette Norman,30,50,13,1051
Michael Roberts,37,18,68,908
Joseph Booth Jr.,22,36,16,1013
Dylan Lee,33,77,35,1103
Amanda Preston,19,20,55,1069
Joseph Diaz,25,56,0,1024
Diane Newman,21,1,77,1282
Cameron Garcia,21,78,17,1221
Christopher Johnson,46,38,28,869
Glenn Gonzales,39,63,51,489
Sarah Stone,41,60,64,695
Sue Frank,38,14,15,633
Louis Montgomery,40,60,0,499
Stephanie French,58,61,9,545
Valerie Harris,53,23,32,1034
James Bell,24,46,71,1101
Michelle Bartlett,41,30,31,1211
Rhonda Taylor,18,62,16,815
Tiffany Keller,49,76,64,1155
Elizabeth Peterson,33,32,16,636
Victoria Owens,51,16,29,697
Jennifer Alexander,23,11,14,1158
Tiffany Mitchell,20,12,17,1116
James Meyer,24,34,75,843
Sara Lyons,32,36,36,838
William Martinez,58,51,66,558
Lynn Kelly,57,72,71,951
Andrea Webb,56,71,24,551
Joe Solis,57,71,44,979
Erin Walsh,60,58,14,747
Jennifer Ayers,57,47,27,504
Dakota Garrett,39,22,72,992
Daniel Ward,45,61,32,736
Lori Sullivan,58,29,33,1073
Deborah Martin,20,61,46,1175
Paul Jefferson,48,0,23,1188
Jennifer House,56,13,57,1259
Timothy Glenn,45,47,26,700
Sandra Lee,53,31,17,576
Jon Salazar,44,19,60,1043
Terry Wolf,53,79,66,846
Jennifer Powers,47,51,19,491
David Patel,45,63,59,1075
Brenda Stuart,42,42,30,1120
Rebekah Gonzalez,34,14,63,704
Daniel Estes,28,48,8,1186
Benjamin Morales,21,46,55,847
Jason Marquez,55,20,55,498
Joseph Wood,25,57,78,938
Jill Washington,59,34,54,615
Joseph Mccoy,46,24,59,989
Craig Murillo,28,4,49,505
Tammy Terrell,28,16,29,918
Christopher Cooke,43,30,67,1258
Amanda Chavez,18,27,5,1282
Jennifer Walker,47,43,75,1268
Amber Baldwin,47,71,35,1212
Mrs. Catherine Benjamin DDS,25,2,2,1038
Shane Anderson,42,51,13,890
Kevin Shaw,34,71,32,1288
Hunter Maxwell,33,39,38,1263
Thomas Maxwell,20,0,76,1049
Wesley Jones,60,6,7,889
Jessica Gonzalez,34,38,74,977
Mrs. Jennifer James,36,79,63,858
Martha Lawson,20,47,27,1212
Brian Franco,25,10,73,893
Emily Cain,29,30,12,1121
David Stephens DDS,46,14,53,795
Jeremy Atkinson,21,1,3,529
Bonnie Stewart,24,68,31,664
Robin Perkins,49,55,4,823
Michelle Harris,24,74,75,1077
Michael Martinez,30,8,46,788
Kyle Ford,60,69,71,1084
Thomas Nelson,20,31,33,674
Michael Gill,27,10,21,1092
Garrett Johnson,53,13,16,627
Deborah Thompson,23,70,31,1125
Timothy Warren,35,59,76,975
Claudia Hernandez,44,54,7,1013
Justin Hughes,60,72,42,1183
Matthew Diaz,48,77,39,740
Heidi Houston,41,23,35,460
Brian Serrano,18,15,58,936
Kevin Yates,52,35,50,515
Victoria Schmitt,22,64,4,833
Elizabeth Harper,33,59,37,1216
Mario Sexton,37,5,65,1288
Selena Velazquez,22,52,18,1210
Benjamin Parks,33,54,24,1212
Briana Holt,59,44,46,1102
Lucas Summers DDS,47,59,47,1288
John Sosa,42,56,80,669
Amanda Thornton,51,58,15,1225
Jaime Nguyen,45,64,8,763
Melinda Kane,39,69,14,1281
Abigail Escobar,35,0,1,512
David Mccarty,30,29,9,826
Scott English,50,20,34,1079
Jessica Oneal,36,1,30,894
Bridget Campos,23,57,18,943
Ashley Morse,38,32,34,936
Kristin Walker,33,67,42,785
Richard Davis,60,55,2,608
Anthony Robles,55,32,16,1007
Lisa Sherman,50,0,11,1224
Joseph Green,29,68,6,812
Meagan Roy,53,8,6,642
Michael Holt,59,63,18,1067
Charles Mcpherson,34,4,21,952
Christopher Green,22,31,36,1253
Rebecca Brown,44,9,17,1003
Tiffany Vaughn,46,61,29,893
John Chavez,53,33,18,983
Cynthia Mcdonald,33,24,66,1114
Dennis Conrad,35,62,66,607
Melissa Booth,43,53,45,1118
Eric Green,25,40,14,693
Kimberly Bryant,37,38,14,832
John Hamilton,40,10,46,657
Ashley Le,40,40,37,667
Jacqueline Peterson,43,49,40,1216
Aaron Rivera,42,58,47,986
Shelby Morris,39,49,35,497
Judy Zamora,35,68,40,645
Emily Gutierrez,24,3,19,745
Emily Martinez,34,65,45,1075
Amanda Lawson,38,28,11,478
Justin Wright MD,47,21,49,877
Erika Baird,24,41,79,499
Mary Brown,54,43,39,1082
Brittany Cooper,22,16,17,1073
Craig Byrd,46,55,62,893
Joseph Smith,36,7,9,811
Aaron Brown,58,11,80,659
Allison Ray,36,57,68,743
Jennifer Mckinney,45,45,73,832
Michael Mcneil,38,75,37,855
Mrs. Melanie Jacobson,58,62,14,1299
Andrew Bernard,36,79,53,720
Sylvia Williams,44,36,68,1115
Lindsey Ochoa,44,61,80,975
Melissa Ruiz,48,24,19,460
Melinda Jones,43,43,57,737
Hannah Perez,55,3,2,518
Lawrence Yates,49,69,14,813
Valerie Roach,36,38,27,1241
Brandy Morris,43,12,30,1103
David Johnston,31,8,72,601
Audrey Smith,53,76,10,1133
